weight_name,tx_cost_bps,slip_bps_per_turnover,avg_return_adj,hit_rate_adj,sharpe_like_adj,turnover_avg
w11_balanced_plus,0,0,0.20012001563040277,0.9872122762148338,1.8285043672163273,0.10242966751918157
w11_balanced_plus,0,5,0.20006880079664321,0.9872122762148338,1.8280069867838362,0.10242966751918157
w11_balanced_plus,0,10,0.20001758596288363,0.9872122762148338,1.8275094570569719,0.10242966751918157
w11_balanced_plus,10,0,0.1991200156304028,0.9872122762148338,1.8193673283176632,0.10242966751918157
w11_balanced_plus,10,5,0.19906880079664319,0.9872122762148338,1.8188700949770924,0.10242966751918157
w11_balanced_plus,10,10,0.1990175859628836,0.9872122762148338,1.8183727131638816,0.10242966751918157
w11_balanced_plus,20,0,0.19812001563040277,0.9872122762148338,1.8102302894189986,0.10242966751918157
w11_balanced_plus,20,5,0.19806880079664319,0.9872122762148338,1.809733203170349,0.10242966751918157
w11_balanced_plus,20,10,0.1980175859628836,0.9872122762148338,1.8092359692707918,0.10242966751918157
w7_qual_high,0,0,0.19942896633324333,0.9872122762148338,1.8276891033332323,0.10255754475703323
w7_qual_high,0,5,0.1993776875608648,0.9872122762148338,1.8271879924879866,0.10255754475703323
w7_qual_high,0,10,0.19932640878848631,0.9872122762148338,1.8266867318440443,0.10255754475703323
w7_qual_high,10,0,0.19842896633324333,0.9872122762148338,1.8185244913065162,0.10255754475703323
w7_qual_high,10,5,0.1983776875608648,0.9872122762148338,1.8180235367515332,0.10255754475703323
w7_qual_high,10,10,0.19832640878848629,0.9872122762148338,1.8175224332297923,0.10255754475703323
w7_qual_high,20,0,0.19742896633324328,0.9872122762148338,1.8093598792797994,0.10255754475703323
w7_qual_high,20,5,0.19737768756086482,0.9872122762148338,1.80885908101508,0.10255754475703323
w7_qual_high,20,10,0.19732640878848628,0.9872122762148338,1.808358134615541,0.10255754475703323
w8_tech_high,0,0,0.19942896633324333,0.9872122762148338,1.8276891033332323,0.10255754475703323
w8_tech_high,0,5,0.1993776875608648,0.9872122762148338,1.8271879924879866,0.10255754475703323
w8_tech_high,0,10,0.19932640878848631,0.9872122762148338,1.8266867318440443,0.10255754475703323
w8_tech_high,10,0,0.19842896633324333,0.9872122762148338,1.8185244913065162,0.10255754475703323
w8_tech_high,10,5,0.1983776875608648,0.9872122762148338,1.8180235367515332,0.10255754475703323
w8_tech_high,10,10,0.19832640878848629,0.9872122762148338,1.8175224332297923,0.10255754475703323
w8_tech_high,20,0,0.19742896633324328,0.9872122762148338,1.8093598792797994,0.10255754475703323
w8_tech_high,20,5,0.19737768756086482,0.9872122762148338,1.80885908101508,0.10255754475703323
w8_tech_high,20,10,0.19732640878848628,0.9872122762148338,1.808358134615541,0.10255754475703323
w9_risk_low,0,0,0.199736495347217,0.9872122762148338,1.8253031991100017,0.10319693094629158
w9_risk_low,0,5,0.19968489688174382,0.9872122762148338,1.8247956511269778,0.10319693094629158
w9_risk_low,0,10,0.1996332984162707,0.9872122762148338,1.8242879633920406,0.10319693094629158
w9_risk_low,10,0,0.19873649534721693,0.9872122762148338,1.816164642853985,0.10319693094629158
w9_risk_low,10,5,0.19868489688174384,0.9872122762148338,1.815657275217619,0.10319693094629158
w9_risk_low,10,10,0.19863329841627067,0.9872122762148338,1.8151497686226081,0.10319693094629158
w9_risk_low,20,0,0.19773649534721696,0.9872122762148338,1.8070260865979695,0.10319693094629158
w9_risk_low,20,5,0.1976848968817438,0.9872122762148338,1.8065188993082595,0.10319693094629158
w9_risk_low,20,10,0.19763329841627067,0.9872122762148338,1.8060115738531761,0.10319693094629158
w0_base,0,0,0.19974497272054173,0.9872122762148338,1.8246013218008692,0.10345268542199489
w0_base,0,5,0.19969324637783073,0.9872122762148338,1.8240894441864588,0.10345268542199489
w0_base,0,10,0.19964152003511976,0.9872122762148338,1.8235774288031068,0.10345268542199489
w0_base,10,0,0.19874497272054173,0.9872122762148338,1.8154666672613848,0.10345268542199489
w0_base,10,5,0.19869324637783078,0.9872122762148338,1.8149549868261179,0.10345268542199489
w0_base,10,10,0.19864152003511978,0.9872122762148338,1.814443169414167,0.10345268542199489
w0_base,20,0,0.19774497272054173,0.9872122762148338,1.8063320127219007,0.10345268542199489
w0_base,20,5,0.19769324637783073,0.9872122762148338,1.8058205294657759,0.10345268542199489
w0_base,20,10,0.19764152003511973,0.9872122762148338,1.8053089100252262,0.10345268542199489
w5_ret_high,0,0,0.19694854985262839,0.9872122762148338,1.8190588088568733,0.1010230179028133
w5_ret_high,0,5,0.19689803834367697,0.9872122762148338,1.818610889779575,0.1010230179028133
w5_ret_high,0,10,0.1968475268347256,0.9872122762148338,1.8181627882592486,0.1010230179028133
w5_ret_high,10,0,0.1959485498526284,0.9872122762148338,1.8098225955909317,0.1010230179028133
w5_ret_high,10,5,0.195898038343677,0.9872122762148338,1.8093745819672786,0.1010230179028133
w5_ret_high,10,10,0.1958475268347256,0.9872122762148338,1.8089263867788998,0.1010230179028133
w5_ret_high,20,0,0.19494854985262838,0.9872122762148338,1.8005863823249895,0.1010230179028133
w5_ret_high,20,5,0.19489803834367703,0.9872122762148338,1.8001382741549823,0.1010230179028133
w5_ret_high,20,10,0.19484752683472556,0.9872122762148338,1.7996899852985508,0.1010230179028133
